,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
10460,Referral,20170203,Chrome,desktop,FALSE,Macintosh,5.00E+18,New York,Americas,United States,New York NY,optonline.net,New York,Northern America,4995924842281653133_1486131356,,30,,24,127970000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486131356,3,1486131356
10461,Organic Search,20170203,Chrome,desktop,FALSE,Windows,9.39E+18,San Diego,Americas,United States,San Diego CA,rr.com,California,Northern America,9393064695401243962_1486175439,,30,1,27,24990000,,,,,organic,,google,,,,,,1486175439,1,1486175439
10463,Direct,20170203,Chrome,desktop,FALSE,Macintosh,6.95E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,6954387213546558639_1486153141,,31,,26,19190000,,,TRUE,,(none),,(direct),,,,,,1486153141,2,1486153141
10473,Referral,20170203,Chrome,desktop,FALSE,Macintosh,3.09E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,3087800167641443127_1486160821,,39,1,32,54320000,,,,,referral,/,mall.googleplex.com,,,,,,1486160821,1,1486160821
10474,Organic Search,20170203,Edge,desktop,FALSE,Windows,9.14E+17,Irvine,Americas,United States,Los Angeles CA,cox.net,California,Northern America,914215065327707355_1486163826,,40,,30,13970000,,,TRUE,,organic,,google,,,,,,1486163826,5,1486163826
10482,Referral,20170203,Chrome,desktop,FALSE,Macintosh,1.75E+17,New York,Americas,United States,New York NY,,New York,Northern America,0175318834283875506_1486157107,,48,,36,464800000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486157107,5,1486157107
10483,Referral,20170203,Chrome,desktop,FALSE,Macintosh,3.35E+18,New York,Americas,United States,New York NY,,New York,Northern America,3346100016851964940_1486148158,,51,1,43,27110000,,,,,referral,/,mall.googleplex.com,,,,,,1486148158,1,1486148158
10484,Referral,20170203,Chrome,desktop,FALSE,Macintosh,3.75E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3746316960999614032_1486165316,,53,1,41,397700000,,,,,referral,/,mall.googleplex.com,,,,,,1486165316,1,1486165316
10485,Direct,20170203,Chrome,desktop,FALSE,Chrome OS,1.81E+18,,Americas,United States,,embarqhsd.net,,Northern America,1814166460229302850_1486135601,,54,,40,1171470000,,,TRUE,,(none),,(direct),,,,,,1486135601,8,1486135601
10489,Organic Search,20170203,Chrome,mobile,TRUE,Android,5.83E+18,,Americas,United States,,,,Northern America,5828638042083405599_1486163196,,61,,48,65950000,,,TRUE,,organic,,google,,,,,,1486163196,5,1486163196
10491,Referral,20170203,Chrome,desktop,FALSE,Macintosh,8.29E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8287144117447582539_1486150779,,61,,44,109450000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486150779,2,1486150779
10492,Referral,20170203,Chrome,desktop,FALSE,Macintosh,2.87E+16,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,28714765282885780_1486185884,,62,,42,84310000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486185884,5,1486185884
10494,Organic Search,20170203,Chrome,desktop,FALSE,Chrome OS,7.37E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7365317501077088080_1486147875,,76,1,59,81560000,,,,,organic,,google,,,,,,1486147875,1,1486147875
10495,Referral,20170203,Chrome,desktop,FALSE,Chrome OS,1.74E+18,,Americas,United States,,,,Northern America,1735733574864942932_1486161876,,77,,58,108720000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1486161876,2,1486161876
10497,Organic Search,20170203,Chrome,desktop,FALSE,Windows,8.88E+16,,Asia,Taiwan,,hinet.net,,Eastern Asia,088808220383842202_1486121492,,229,1,165,196420000,,,,,organic,,google,,,,,,1486121492,1,1486121492
11130,Referral,20160811,Chrome,desktop,FALSE,Macintosh,7.20E+18,,Americas,United States,,verizon.net,,Northern America,7195505318139600129_1470959601,,11,,11,136810000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470959601,3,1470959601
11172,Direct,20160811,Chrome,desktop,FALSE,Windows,1.29E+18,Salem,Americas,United States,Roanoke-Lynchburg VA,comcastbusiness.net,Virginia,Northern America,1292918695745531394_1470928235,,12,,10,24970000,,,TRUE,,(none),,(direct),,,,,,1470928235,10,1470928235
11248,Referral,20160811,Chrome,desktop,FALSE,Macintosh,1.14E+18,San Bruno,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1144912080450618887_1470954680,,16,,12,1188550000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470954680,3,1470954680
11287,Referral,20160811,Chrome,desktop,FALSE,Macintosh,6.18E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,6180179196714828509_1470939757,,18,,16,769290000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470939757,2,1470939757
11297,Organic Search,20160811,Chrome,desktop,FALSE,Macintosh,3.48E+18,,Americas,United States,,,,Northern America,3484260723427894385_1470955236,,19,,15,42600000,,,TRUE,,organic,,google,,,,,,1470955236,2,1470955236
11299,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,4.45E+18,Ann Arbor,Americas,United States,Detroit MI,,Michigan,Northern America,4447376418318165565_1470946746,,19,1,16,35280000,,,,,referral,/,mall.googleplex.com,,,,,,1470946746,1,1470946746
11307,Organic Search,20160811,Chrome,desktop,FALSE,Windows,3.76E+17,,Americas,United States,,,,Northern America,0375962687766031488_1470980004,,19,,14,23490000,,,TRUE,,organic,,google,,,,,,1470980004,6,1470980004
11314,Referral,20160811,Chrome,desktop,FALSE,Macintosh,4.35E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4345770444854846870_1470959249,,20,1,17,211580000,,,,,referral,/,mall.googleplex.com,,,,,,1470959249,1,1470959249
11324,Referral,20160811,Chrome,desktop,FALSE,Windows,7.02E+17,New York,Americas,United States,New York NY,,New York,Northern America,0701601838005591363_1470946579,,21,,19,115930000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470946579,3,1470946579
11339,Direct,20160811,Chrome,desktop,FALSE,Macintosh,8.65E+18,Sunnyvale,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8653846523706419375_1470950405,,22,,17,51530000,,,TRUE,,(none),,(direct),,,,,,1470950405,4,1470950405
11345,Referral,20160811,Chrome,desktop,FALSE,Linux,8.84E+18,New York,Americas,United States,New York NY,,New York,Northern America,8843025310060521600_1470952075,,23,,22,187070000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470952075,12,1470952075
11349,Referral,20160811,Chrome,desktop,FALSE,Macintosh,4.14E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4135072833918022797_1470941786,,24,1,20,332260000,,,,,referral,/,mall.googleplex.com,,,,,,1470941786,1,1470941786
11356,Referral,20160811,Chrome,desktop,FALSE,Macintosh,8.52E+18,Cambridge,Americas,United States,Boston MA-Manchester NH,,Massachusetts,Northern America,8518736572243003083_1470952051,,25,,19,154040000,,,TRUE,,referral,"/_/scs/mail-static/_/js/k=gmail.main.en.sXDiEpUnPe0.O/m=m_i,t,it/am=nhGvDGD-3_uDcQ3DgK701brz33u-Xyo_e7nH_ycDROlVoP_N_h_A_4H-tI0C/rt=h/d=1/rs=AHGWq9Bm-1qj1hhkb8cG9EpeilyYgWjoxA",mail.google.com,,,,,,1470952051,8,1470952051
11362,Referral,20160811,Chrome,desktop,FALSE,Macintosh,2.39E+18,Zurich,Europe,Switzerland,,,Zurich,Western Europe,2393197369360097718_1470941484,,26,,21,94490000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470941484,2,1470941484
11368,Direct,20160811,Firefox,desktop,FALSE,Windows,6.10E+18,,Americas,United States,,ffsbangola.com,,Northern America,6101482146991214860_1470947658,,27,,20,10370000,,,TRUE,,(none),,(direct),,,,,,1470947658,2,1470947658
11379,Referral,20160811,Chrome,desktop,FALSE,Macintosh,7.29E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,7291346718031890073_1470940014,,28,,22,31300000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470940014,4,1470940014
11383,Organic Search,20160811,Chrome,desktop,FALSE,Macintosh,7.51E+18,,Americas,United States,,,,Northern America,7514907909032668078_1470958214,,30,,24,76020000,,,TRUE,,organic,,google,,,,,,1470958214,2,1470958214
11387,Referral,20160811,Chrome,desktop,FALSE,Macintosh,1.75E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,1750514406451146951_1470950496,,30,,22,81460000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470950496,3,1470950496
11388,Referral,20160811,Chrome,desktop,FALSE,Macintosh,5.51E+18,New York,Americas,United States,New York NY,,New York,Northern America,5513331212846933396_1470956892,,30,,23,556610000,,,TRUE,,referral,/a/google.com/google-merchandise-store/on-site-store,sites.google.com,,,,,,1470956892,9,1470956892
11403,Referral,20160811,Chrome,desktop,FALSE,Macintosh,5.18E+17,Seattle,Americas,United States,Seattle-Tacoma WA,broadstripe.net,Washington,Northern America,517804428885255967_1470961226,,34,,26,103360000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470961226,13,1470961226
11405,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,9.98E+18,Cambridge,Americas,United States,Boston MA-Manchester NH,,Massachusetts,Northern America,9980323391675823795_1470925234,,34,1,25,38330000,,,,,referral,/,mall.googleplex.com,,,,,,1470925234,1,1470925234
11408,Referral,20160811,Chrome,desktop,FALSE,Macintosh,3.41E+17,New York,Americas,United States,New York NY,,New York,Northern America,340785498701794891_1470937587,,35,1,28,28080000,,,,,referral,/,mall.googleplex.com,,,,,,1470937587,1,1470937587
11412,Organic Search,20160811,Safari,mobile,TRUE,iOS,3.69E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,3685287394686697592_1470983014,,37,1,31,43440000,,,,,organic,,google,,,,,,1470983014,1,1470983014
11420,Display,20160811,Firefox,mobile,TRUE,Android,9.37E+18,,Americas,United States,,unknown.unknown,,Northern America,9366501767240596824_1470959904,,40,,27,27480000,,,TRUE,,cpm,,dfa,,,,,,1470959904,12,1470959904
11429,Referral,20160811,Chrome,desktop,FALSE,Macintosh,5.76E+18,,Americas,United States,,,,Northern America,5764332296932136654_1470940445,,46,,32,45830000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470940445,3,1470940445
11430,Direct,20160811,Chrome,desktop,FALSE,Windows,8.49E+18,,Americas,United States,,arkbluecross.com,,Northern America,8488955366649910156_1470931962,,46,1,36,17480000,,,TRUE,,(none),,(direct),,,,,,1470931962,1,1470931962
11433,Referral,20160811,Chrome,desktop,FALSE,Linux,5.12E+18,,Americas,United States,,,,Northern America,5116095560753599175_1470934957,,47,1,39,35320000,,,,,referral,/,mall.googleplex.com,,,,,,1470934957,1,1470934957
11437,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,8.52E+18,Kirkland,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,8520115029387302083_1470948982,,48,,36,59470000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470948982,5,1470948982
11438,Organic Search,20160811,Safari,mobile,TRUE,Windows Phone,7.24E+18,,Americas,United States,,qwest.net,,Northern America,7239459406664799488_1470907977,,48,,35,26400000,,,TRUE,google items for sale,organic,,google,,,,,,1470907977,4,1470907977
11439,Referral,20160811,Chrome,desktop,FALSE,Macintosh,2.33E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,2325745722959450968_1470964872,,49,1,37,210160000,,,,,referral,/,mall.googleplex.com,,,,,,1470964872,1,1470964872
11450,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,4.30E+18,Atlanta,Americas,United States,Atlanta GA,,Georgia,Northern America,4303041016027387041_1470946146,,56,,38,166420000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470946146,4,1470946146
11455,Organic Search,20160811,Chrome,desktop,FALSE,Linux,9.10E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,9103254527726253075_1470930651,,62,,47,110070000,,,,,organic,,google,,,,,,1470930651,4,1470930651
11456,Referral,20160811,Chrome,desktop,FALSE,Linux,7.21E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,720843898955413491_1470931572,,62,1,43,41450000,,,,,referral,/,mall.googleplex.com,,,,,,1470931572,1,1470931572
11458,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,3.91E+18,Kirkland,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,3908289773281629421_1470953521,,64,,53,28290000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470953521,2,1470953521
11461,Referral,20160811,Chrome,desktop,FALSE,Macintosh,6.00E+18,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,6002698185791753794_1470936627,,69,,45,105360000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470936627,2,1470936627
11462,Organic Search,20160811,Chrome,desktop,FALSE,Windows,9.49E+18,,Americas,United States,,cogentco.com,,Northern America,9494932638513134134_1470944101,,71,1,54,30890000,,,,,organic,,google,,,,,,1470944101,1,1470944101
11468,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,2.83E+18,New York,Americas,United States,New York NY,,New York,Northern America,2828987368496366028_1470929295,,79,1,55,96550000,,,,,referral,/,mall.googleplex.com,,,,,,1470929295,1,1470929295
11471,Paid Search,20160811,Chrome,desktop,FALSE,Macintosh,4.06E+18,,Americas,United States,,myvzw.com,,Northern America,4055717475838572918_1470946895,,85,,58,207630000,,,TRUE,6qEhsCssdK0z36ri,cpc,,google,Google Search,CjwKEAjwlZa9BRCw7cS66eTxlCkSJAC-ddmwcJb-0EVSfotJL8mpi1ucWt7WnA0vXBA6pNYR1ijVdhoCB43w_wcB,FALSE,1,Top,1470946895,5,1470946895
11474,Referral,20160811,Chrome,desktop,FALSE,Linux,9.32E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9321967957655029034_1470955872,,96,,40,109710000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470955872,2,1470955872
11475,Organic Search,20160811,Chrome,desktop,FALSE,Macintosh,4.70E+18,,Americas,United States,,cox.net,,Northern America,4697674744990809143_1470981423,,102,,70,66950000,,,TRUE,,organic,,google,,,,,,1470981423,2,1470981423
11476,Referral,20160811,Chrome,desktop,FALSE,Chrome OS,5.43E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,543454429875721280_1470955810,,103,,80,75980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470955810,2,1470955810
11477,Referral,20160811,Chrome,desktop,FALSE,Macintosh,5.18E+17,Seattle,Americas,United States,Seattle-Tacoma WA,,Washington,Northern America,517804428885255967_1470947217,,107,,78,1164540000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1470947217,12,1470947217
11478,Direct,20160811,Chrome,desktop,FALSE,Macintosh,3.29E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3290482216407456011_1470977731,,110,1,78,59940000,,,TRUE,,(none),,(direct),,,,,,1470977731,1,1470977731
11479,Paid Search,20160811,Chrome,desktop,FALSE,Chrome OS,1.24E+17,Kirkland,Americas,United States,Seattle-Tacoma WA,unknown.unknown,Washington,Northern America,0123916055895596958_1470976274,,113,,84,74430000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,CNXc7dGFu84CFUJufgod8XME_A,FALSE,1,Top,1470976274,3,1470976274
11482,Referral,20160811,Chrome,desktop,FALSE,Macintosh,4.83E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,wayport.net,California,Northern America,4830184868046076720_1470975795,,331,,188,329910000,,,,,referral,/,mall.googleplex.com,,,,,,1470975795,4,1470975795
13670,Organic Search,20170613,Chrome,desktop,FALSE,Macintosh,5.97E+17,New York,Americas,United States,New York NY,,New York,Northern America,597489337358394308_1497407968,,15,,12,22990000,,,TRUE,,organic,,google,,,,,,1497407968,2,1497407968
13679,Organic Search,20170613,Chrome,desktop,FALSE,Macintosh,1.81E+18,,Americas,United States,,verizon.net,,Northern America,1806006534240481243_1497406904,,18,,16,56980000,,,TRUE,,organic,,google,,,,,,1497406904,3,1497406904
13684,Organic Search,20170613,Firefox,desktop,FALSE,Macintosh,9.36E+18,Chicago,Americas,United States,Chicago IL,cogentco.com,Illinois,Northern America,9360023356351962017_1497379317,,24,1,19,248800000,,,,,organic,,google,,,,,,1497379317,1,1497379317
13693,Organic Search,20170613,Chrome,desktop,FALSE,Macintosh,4.14E+18,Austin,Americas,United States,Austin TX,,Texas,Northern America,4140559214164857738_1497380752,,41,,29,117340000,,,TRUE,,organic,,google,,,,,,1497380752,2,1497380752
14188,Organic Search,20170613,Chrome,desktop,FALSE,Chrome OS,5.61E+18,Toronto,Americas,Canada,,,Ontario,Northern America,5610631581931690167_1497389136,,11,,11,67950000,,,TRUE,,organic,,google,,,,,,1497389136,3,1497389136
14197,Referral,20170613,Chrome,desktop,FALSE,Macintosh,7.05E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,7048142789651941273_1497394578,,11,,10,255200000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1497394578,4,1497394578
14202,Direct,20170613,Chrome,desktop,FALSE,Macintosh,9.37E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,unknown.unknown,California,Northern America,9374906684711010516_1497410838,,12,1,11,175900000,,,TRUE,,(none),,(direct),,,,,,1497410838,1,1497410838
14222,Referral,20170613,Chrome,desktop,FALSE,Linux,3.95E+17,Cambridge,Americas,United States,Boston MA-Manchester NH,,Massachusetts,Northern America,0394685600472849886_1497372066,,13,1,13,13590000,,,,,referral,/,mall.googleplex.com,,,,,,1497372066,1,1497372066
14224,Organic Search,20170613,Chrome,desktop,FALSE,Macintosh,4.30E+18,,Americas,United States,,partners.org,,Northern America,4296109044601139440_1497369312,,13,,12,55990000,,,,,organic,,google,,,,,,1497369312,2,1497369312
14230,Referral,20170613,Chrome,desktop,FALSE,Chrome OS,9.84E+18,New York,Americas,United States,New York NY,,New York,Northern America,9839986196824974326_1497363318,,13,,13,10630000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1497363318,2,1497363318
14246,Paid Search,20170613,Chrome,desktop,FALSE,Windows,5.32E+18,,Americas,United States,,,,Northern America,5322201987769163031_1497378298,,14,1,14,74990000,Google Merchandise Collection,,,google merchandise store,cpc,,google,Google Search,EAIaIQobChMIw5iP5ri71AIVFz2BCh0twgrgEAAYASAAEgIhDvD_BwE,FALSE,1,Top,1497378298,1,1497378298
14255,Referral,20170613,Chrome,desktop,FALSE,Chrome OS,8.51E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,850560433361022079_1497382779,,15,,12,15990000,,,,,referral,/,mall.googleplex.com,,,,,,1497382779,3,1497382779
